Date,AveragePrice,Total Volume,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2015-01-04,1.63,1780.6,829.39,542.89,286.5,0.0,organic,2015,Indianapolis
2015-01-04,1.81,1381.31,523.33,523.33,0.0,0.0,organic,2015,Jacksonville
2015-01-04,1.72,3788.6,1794.91,1794.91,0.0,0.0,organic,2015,Philadelphia
2015-01-04,1.12,17296.85,858.6,830.0,28.6,0.0,organic,2015,PhoenixTucson
2015-01-04,1.54,61615.1,15018.11,9763.55,5254.56,0.0,organic,2015,GreatLakes
2015-01-04,1.25,54495.54,5050.63,5050.63,0.0,0.0,organic,2015,LosAngeles
2015-01-04,1.41,2604.25,2360.0,2360.0,0.0,0.0,organic,2015,NewOrleansMobile
2015-01-04,1.33,9213.49,1158.45,1158.45,0.0,0.0,organic,2015,Sacramento
2015-01-04,1.44,3930.94,1140.08,444.17,695.91,0.0,organic,2015,Columbus
2015-01-04,2.13,2965.62,1025.63,1025.63,0.0,0.0,organic,2015,Charlotte
2015-01-04,2.32,4801.1,349.53,349.53,0.0,0.0,organic,2015,HartfordSpringfield
2015-01-04,1.7,1885.48,1106.67,1106.67,0.0,0.0,organic,2015,Tampa
2015-01-04,1.46,612910.15,158641.83,115068.71,43573.12,0.0,organic,2015,TotalUS
2015-01-04,1.88,48280.46,21391.49,21379.79,11.7,0.0,organic,2015,Northeast
2015-01-04,1.86,3351.76,1802.0,1768.67,33.33,0.0,organic,2015,SouthCarolina
2015-01-04,1.8,2057.29,803.33,803.33,0.0,0.0,organic,2015,Orlando
2015-01-04,1.34,8764.33,1698.11,585.96,1112.15,0.0,organic,2015,CincinnatiDayton
2015-01-04,1.7,7446.43,2059.09,746.43,1312.66,0.0,organic,2015,Detroit
2015-01-04,1.18,22630.58,426.67,426.67,0.0,0.0,organic,2015,SanFrancisco
2015-01-04,1.28,32927.82,3658.63,613.33,3045.3,0.0,organic,2015,Portland
2015-01-04,1.4,187548.3,44268.18,10023.72,34244.46,0.0,organic,2015,West
2015-01-04,1.84,3966.0,945.43,838.34,107.09,0.0,organic,2015,Nashville
2015-01-04,1.64,6182.81,1663.34,1663.34,0.0,0.0,organic,2015,WestTexNewMexico
2015-01-04,1.49,33795.91,6252.15,452.73,5799.42,0.0,organic,2015,Seattle
2015-01-04,1.69,34190.37,15338.27,13793.22,1545.05,0.0,organic,2015,Plains
2015-01-04,1.24,142349.77,9144.15,9144.15,0.0,0.0,organic,2015,California
2015-01-04,1.83,2192.13,1244.04,1244.04,0.0,0.0,organic,2015,Boston
2015-01-04,1.83,7301.3,6664.25,6664.25,0.0,0.0,organic,2015,NorthernNewEngland
2015-01-11,1.32,11313.77,752.08,310.62,441.46,0.0,organic,2015,CincinnatiDayton
2015-01-11,1.69,58061.65,9146.94,7266.75,1880.19,0.0,organic,2015,GreatLakes
2015-01-11,1.68,37617.95,15692.82,13774.1,1918.72,0.0,organic,2015,Plains
2015-01-11,1.35,12126.63,3636.67,3636.67,0.0,0.0,organic,2015,DallasFtWorth
2015-01-11,1.84,3743.82,922.41,865.0,57.41,0.0,organic,2015,Atlanta
2015-01-11,1.1,158110.68,8421.43,8421.43,0.0,0.0,organic,2015,California
2015-01-11,1.98,3862.72,1200.59,1195.75,4.84,0.0,organic,2015,RaleighGreensboro
2015-01-11,1.38,4780.87,427.05,140.0,287.05,0.0,organic,2015,Spokane
2015-01-11,1.91,1248.89,240.0,240.0,0.0,0.0,organic,2015,Jacksonville
2015-01-11,1.86,50079.81,26358.42,26332.17,26.25,0.0,organic,2015,Northeast
2015-01-11,1.05,20089.52,1025.96,1025.96,0.0,0.0,organic,2015,SanDiego
2015-01-11,1.22,43116.44,4477.36,480.0,3997.36,0.0,organic,2015,Portland
2015-01-11,1.42,669528.88,133760.12,106844.49,26915.63,0.0,organic,2015,TotalUS
2015-01-11,1.08,60232.63,6081.88,6081.88,0.0,0.0,organic,2015,LosAngeles
2015-01-11,1.36,14035.18,879.26,876.68,2.58,0.0,organic,2015,PhoenixTucson
2015-01-11,1.94,2217.82,1248.93,1248.93,0.0,0.0,organic,2015,Boston
2015-01-11,1.66,762.15,565.4,565.4,0.0,0.0,organic,2015,Syracuse
2015-01-11,1.22,26008.88,6165.85,6165.85,0.0,0.0,organic,2015,BaltimoreWashington
2015-01-11,1.52,65483.08,17296.48,16715.45,581.03,0.0,organic,2015,Midsouth
2015-01-11,1.68,4193.17,617.42,416.25,201.17,0.0,organic,2015,Columbus
2015-01-11,1.92,2892.29,438.65,435.54,3.11,0.0,organic,2015,Nashville
2015-01-11,1.63,6715.18,4472.33,4465.66,6.67,0.0,organic,2015,Philadelphia
2015-01-11,1.27,7598.26,321.28,321.28,0.0,0.0,organic,2015,Sacramento
2015-01-11,1.79,12915.74,588.89,588.89,0.0,0.0,organic,2015,Chicago
2015-01-11,1.69,6861.73,2661.91,2656.66,5.25,0.0,organic,2015,WestTexNewMexico
2015-01-11,1.65,3882.88,3504.58,3504.58,0.0,0.0,organic,2015,HarrisburgScranton
2015-01-11,2.06,2304.3,677.93,674.61,3.32,0.0,organic,2015,SouthCarolina
2015-01-11,1.54,6144.55,33.33,33.33,0.0,0.0,organic,2015,LasVegas
2015-01-11,1.85,1614.56,473.33,473.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2015-01-11,1.88,6485.3,5894.15,5894.15,0.0,0.0,organic,2015,NorthernNewEngland
2015-01-11,1.83,23690.65,8321.58,8164.48,157.1,0.0,organic,2015,Southeast
2015-01-11,1.46,46687.01,4620.02,223.33,4396.69,0.0,organic,2015,Seattle
2015-01-11,1.39,223156.55,31558.5,9296.76,22261.74,0.0,organic,2015,West
2015-01-11,2.03,14817.97,2111.17,2111.17,0.0,0.0,organic,2015,NewYork
2015-01-11,1.84,3762.18,263.33,263.33,0.0,0.0,organic,2015,StLouis
2015-01-11,1.39,53328.53,16963.95,16873.34,90.61,0.0,organic,2015,SouthCentral
2015-01-11,1.83,1410.31,393.06,357.75,35.31,0.0,organic,2015,Indianapolis
2015-01-11,1.92,1610.6,266.67,266.67,0.0,0.0,organic,2015,Orlando
2015-01-11,1.47,5128.06,979.65,806.48,173.17,0.0,organic,2015,Roanoke
2015-01-11,1.77,1182.56,838.44,838.44,0.0,0.0,organic,2015,Albany
2015-01-11,1.84,1258.62,400.0,400.0,0.0,0.0,organic,2015,Tampa
2015-01-11,1.28,30682.77,6731.23,1699.95,5031.28,0.0,organic,2015,Denver
2015-01-11,1.87,761.86,193.08,190.0,3.08,0.0,organic,2015,GrandRapids
2015-01-11,1.44,2378.68,455.28,170.0,285.28,0.0,organic,2015,Boise
2015-01-11,1.79,1435.48,216.46,173.93,42.53,0.0,organic,2015,Louisville
2015-01-11,1.59,2078.49,1934.98,1934.98,0.0,0.0,organic,2015,BuffaloRochester
2015-01-11,1.44,1492.44,1243.33,1243.33,0.0,0.0,organic,2015,NewOrleansMobile
2015-01-11,1.87,6926.75,871.26,329.5,541.76,0.0,organic,2015,Detroit
2015-01-11,1.66,2914.35,439.21,412.81,26.4,0.0,organic,2015,RichmondNorfolk
2015-01-11,2.29,2390.22,431.78,431.78,0.0,0.0,organic,2015,Charlotte
2015-01-11,2.28,3463.61,193.33,193.33,0.0,0.0,organic,2015,HartfordSpringfield
2015-01-11,1.82,1663.25,567.68,564.2,3.48,0.0,organic,2015,Pittsburgh
2015-01-11,1.12,29676.78,182.83,182.83,0.0,0.0,organic,2015,SanFrancisco
2015-01-11,1.26,7561.0,600.0,600.0,0.0,0.0,organic,2015,Houston
2015-01-18,1.84,4027.45,788.48,213.33,575.15,0.0,organic,2015,Columbus
2015-01-18,1.42,713120.0,142968.56,101850.23,41118.33,0.0,organic,2015,TotalUS
2015-01-18,1.27,41482.48,356.67,356.67,0.0,0.0,organic,2015,SanFrancisco
2015-01-18,1.88,7618.91,7049.63,7049.63,0.0,0.0,organic,2015,NorthernNewEngland
2015-01-18,1.45,44616.23,8161.49,216.67,7944.82,0.0,organic,2015,Seattle
2015-01-18,1.65,52559.1,12492.18,10971.43,1520.75,0.0,organic,2015,Midsouth
2015-01-18,1.41,14057.45,523.57,461.75,61.82,0.0,organic,2015,BaltimoreWashington
2015-01-18,1.73,57646.9,10052.16,6511.7,3540.46,0.0,organic,2015,GreatLakes
2015-01-18,1.64,1426.87,1197.53,1197.53,0.0,0.0,organic,2015,BuffaloRochester
2015-01-18,2.0,2209.34,1370.78,1370.78,0.0,0.0,organic,2015,Boston
2015-01-18,1.79,25740.0,10971.03,10657.51,313.52,0.0,organic,2015,Southeast
2015-01-18,2.15,2697.81,840.32,840.32,0.0,0.0,organic,2015,Charlotte
2015-01-18,0.98,4739.17,4480.0,4480.0,0.0,0.0,organic,2015,NewOrleansMobile
2015-01-18,1.9,7656.72,850.45,446.67,403.78,0.0,organic,2015,Detroit
2015-01-18,2.35,2552.09,266.67,266.67,0.0,0.0,organic,2015,HartfordSpringfield
2015-01-18,1.37,10051.4,395.09,351.87,43.22,0.0,organic,2015,CincinnatiDayton
2015-01-18,1.24,195207.6,13453.15,13453.15,0.0,0.0,organic,2015,California
2015-01-18,1.94,35304.15,20452.15,18457.1,1995.05,0.0,organic,2015,Northeast
2015-01-18,1.8,29669.53,9818.59,8577.16,1241.43,0.0,organic,2015,Plains
2015-01-18,1.79,1106.86,425.29,420.0,5.29,0.0,organic,2015,Louisville
2015-01-18,1.79,2151.76,883.33,883.33,0.0,0.0,organic,2015,Orlando
2015-01-18,1.73,1751.2,916.67,916.67,0.0,0.0,organic,2015,Tampa
2015-01-18,1.93,3024.32,1370.72,1346.0,24.72,0.0,organic,2015,SouthCarolina
2015-01-18,1.81,3118.58,892.49,773.33,119.16,0.0,organic,2015,Nashville
2015-01-18,1.71,5508.2,1635.84,1620.0,15.84,0.0,organic,2015,WestTexNewMexico
2015-01-18,1.13,37233.34,883.8,883.8,0.0,0.0,organic,2015,Sacramento
2015-01-18,1.24,51904.44,9926.86,303.33,9623.53,0.0,organic,2015,Portland
2015-01-18,1.29,14473.73,1593.11,1593.11,0.0,0.0,organic,2015,SanDiego
2015-01-18,1.1,42234.91,4178.82,992.64,3186.18,0.0,organic,2015,Denver
2015-01-18,1.44,4363.13,647.93,146.67,501.26,0.0,organic,2015,Spokane
2015-01-18,1.48,5621.32,1046.89,626.3,420.59,0.0,organic,2015,Roanoke
2015-01-18,1.96,1083.8,112.58,105.03,7.55,0.0,organic,2015,Indianapolis
2015-01-18,1.27,65242.77,25985.46,25780.0,205.46,0.0,organic,2015,SouthCentral
2015-01-18,2.08,9204.78,1327.19,1327.19,0.0,0.0,organic,2015,NewYork
2015-01-18,1.93,1699.0,689.13,689.13,0.0,0.0,organic,2015,Philadelphia
2015-01-18,1.82,1403.1,500.0,500.0,0.0,0.0,organic,2015,Jacksonville
2015-01-18,1.33,251749.94,39743.83,7442.17,32301.66,0.0,organic,2015,West
2015-01-18,1.28,12634.71,4206.67,4206.67,0.0,0.0,organic,2015,DallasFtWorth
2015-01-18,1.86,4294.01,1166.1,1019.34,146.76,0.0,organic,2015,Atlanta
2015-01-18,1.62,3480.66,845.21,583.33,261.88,0.0,organic,2015,RichmondNorfolk
2015-01-18,1.81,12499.87,514.45,514.45,0.0,0.0,organic,2015,Chicago
2015-01-18,1.2,9979.64,750.0,750.0,0.0,0.0,organic,2015,Houston
2015-01-18,1.93,1118.47,931.67,931.67,0.0,0.0,organic,2015,Albany
2015-01-18,1.97,3496.27,1014.61,925.39,89.22,0.0,organic,2015,RaleighGreensboro
2015-01-18,1.36,12251.87,473.33,473.33,0.0,0.0,organic,2015,PhoenixTucson
2015-01-18,1.88,706.15,196.67,196.67,0.0,0.0,organic,2015,GrandRapids
2015-01-18,1.92,2923.4,300.0,300.0,0.0,0.0,organic,2015,StLouis
2015-01-18,1.55,3448.42,2426.47,257.86,2168.61,0.0,organic,2015,Pittsburgh
2015-01-18,1.84,627.8,476.34,476.34,0.0,0.0,organic,2015,Syracuse
2015-01-18,1.29,43649.12,8541.34,8541.34,0.0,0.0,organic,2015,LosAngeles
2015-01-18,1.44,2973.94,451.75,143.33,308.42,0.0,organic,2015,Boise
2015-01-18,1.87,1459.37,386.67,386.67,0.0,0.0,organic,2015,MiamiFtLauderdale
2015-01-18,1.63,6032.31,813.33,813.33,0.0,0.0,organic,2015,LasVegas
2015-01-18,1.94,1355.5,1168.46,1168.46,0.0,0.0,organic,2015,HarrisburgScranton
2015-01-25,1.47,5411.77,1160.21,759.28,400.93,0.0,organic,2015,Roanoke
2015-01-25,1.8,30207.8,11466.35,10403.58,1062.77,0.0,organic,2015,Plains
2015-01-25,1.35,30862.91,4274.07,540.0,3734.07,0.0,organic,2015,Portland
2015-01-25,1.75,1460.04,726.67,726.67,0.0,0.0,organic,2015,Tampa
2015-01-25,1.8,2171.91,1902.74,1902.74,0.0,0.0,organic,2015,HarrisburgScranton
2015-01-25,2.29,2694.11,469.68,469.68,0.0,0.0,organic,2015,Charlotte
2015-01-25,1.24,11398.91,806.67,806.67,0.0,0.0,organic,2015,Houston
2015-01-25,1.68,1201.46,457.41,216.67,240.74,0.0,organic,2015,Louisville
2015-01-25,1.54,10849.4,1132.73,1120.0,12.73,0.0,organic,2015,PhoenixTucson
2015-01-25,1.77,845.05,712.86,712.86,0.0,0.0,organic,2015,Syracuse
2015-01-25,1.83,10951.51,724.44,724.44,0.0,0.0,organic,2015,Chicago
2015-01-25,1.37,58961.59,15958.27,15613.33,344.94,0.0,organic,2015,SouthCentral
2015-01-25,1.9,6757.39,6163.83,6163.83,0.0,0.0,organic,2015,NorthernNewEngland
2015-01-25,2.02,3359.58,721.86,620.46,101.4,0.0,organic,2015,RaleighGreensboro
2015-01-25,1.81,23809.3,10154.18,9640.0,514.18,0.0,organic,2015,Southeast
2015-01-25,1.63,54932.83,14444.88,11428.78,3016.1,0.0,organic,2015,Midsouth
2015-01-25,1.53,556368.86,131808.1,95964.83,35843.27,0.0,organic,2015,TotalUS
2015-01-25,2.21,1920.19,234.57,234.57,0.0,0.0,organic,2015,HartfordSpringfield
2015-01-25,1.71,4448.88,1684.61,850.0,834.61,0.0,organic,2015,Nashville
2015-01-25,1.87,3047.38,733.56,533.33,200.23,0.0,organic,2015,Atlanta
2015-01-25,1.26,10191.82,1821.2,377.77,1443.43,0.0,organic,2015,CincinnatiDayton
2015-01-25,1.6,1480.91,1373.92,1373.92,0.0,0.0,organic,2015,BuffaloRochester
2015-01-25,1.26,11132.08,1416.96,1416.96,0.0,0.0,organic,2015,SanDiego
2015-01-25,1.7,1441.14,751.75,559.41,192.34,0.0,organic,2015,Pittsburgh
2015-01-25,1.84,1648.84,530.0,530.0,0.0,0.0,organic,2015,MiamiFtLauderdale
2015-01-25,1.82,1174.53,314.87,133.33,181.54,0.0,organic,2015,Boise
2015-01-25,1.34,27146.81,228.67,228.67,0.0,0.0,organic,2015,SanFrancisco
2015-01-25,1.63,59906.52,10969.72,6137.81,4831.91,0.0,organic,2015,GreatLakes
2015-01-25,1.7,29354.75,5108.01,453.33,4654.68,0.0,organic,2015,Seattle
2015-01-25,1.89,1115.89,952.3,952.3,0.0,0.0,organic,2015,Albany
2015-01-25,2.01,2865.92,1016.97,970.0,46.97,0.0,organic,2015,SouthCarolina
2015-01-25,1.88,1140.32,263.33,263.33,0.0,0.0,organic,2015,Jacksonville
2015-01-25,2.02,14337.32,2015.47,2015.47,0.0,0.0,organic,2015,NewYork
2015-01-25,1.57,3860.33,1352.16,1002.65,349.51,0.0,organic,2015,RichmondNorfolk
2015-01-25,1.78,1221.24,406.02,286.67,119.35,0.0,organic,2015,Indianapolis
2015-01-25,1.33,22502.5,9234.42,1202.57,8031.85,0.0,organic,2015,Denver
2015-01-25,1.66,3313.55,372.79,226.67,146.12,0.0,organic,2015,Spokane
2015-01-25,1.23,38078.07,8684.63,8684.63,0.0,0.0,organic,2015,LosAngeles
2015-01-25,1.82,2888.62,1271.83,1271.83,0.0,0.0,organic,2015,Philadelphia
2015-01-25,2.01,711.52,80.0,80.0,0.0,0.0,organic,2015,GrandRapids
2015-01-25,1.93,4131.86,573.33,573.33,0.0,0.0,organic,2015,StLouis
2015-01-25,1.34,11247.71,2613.33,2613.33,0.0,0.0,organic,2015,DallasFtWorth
2015-01-25,1.67,4847.86,846.74,293.33,553.41,0.0,organic,2015,Columbus
2015-01-25,1.63,7324.06,2356.88,2320.0,36.88,0.0,organic,2015,WestTexNewMexico
2015-01-25,1.44,9707.59,674.59,674.59,0.0,0.0,organic,2015,Sacramento
2015-01-25,1.3,121698.02,12529.65,12529.65,0.0,0.0,organic,2015,California
2015-01-25,1.62,8703.74,912.82,60.0,852.82,0.0,organic,2015,Detroit
2015-01-25,1.47,1278.14,1063.34,1063.34,0.0,0.0,organic,2015,NewOrleansMobile
2015-01-25,1.92,40358.44,20619.2,20455.66,163.54,0.0,organic,2015,Northeast
2015-01-25,1.82,1925.46,696.67,696.67,0.0,0.0,organic,2015,Orlando
2015-01-25,1.52,166494.38,35665.87,9756.03,25909.84,0.0,organic,2015,West
2015-01-25,1.66,5758.68,286.65,273.33,13.32,0.0,organic,2015,LasVegas
2015-01-25,2.01,1948.28,1184.75,1184.75,0.0,0.0,organic,2015,Boston
2015-01-25,1.41,15387.74,1738.64,1738.64,0.0,0.0,organic,2015,BaltimoreWashington
2015-02-01,1.83,1228.51,1096.03,1096.03,0.0,0.0,organic,2015,Albany
2015-02-01,1.55,8707.92,1302.37,253.33,1049.04,0.0,organic,2015,Detroit
2015-02-01,1.06,57802.02,227.71,227.71,0.0,0.0,organic,2015,SanFrancisco
2015-02-01,1.5,4941.74,971.86,903.33,68.53,0.0,organic,2015,Roanoke
2015-02-01,1.48,2013.46,1816.67,1816.67,0.0,0.0,organic,2015,NewOrleansMobile
2015-02-01,1.29,27527.63,11889.86,1323.33,10566.53,0.0,organic,2015,Denver
2015-02-01,1.69,1565.24,714.98,496.67,218.31,0.0,organic,2015,Indianapolis
2015-02-01,1.65,1285.09,1169.84,1169.84,0.0,0.0,organic,2015,Syracuse
2015-02-01,1.93,24697.84,10139.17,10139.17,0.0,0.0,organic,2015,NewYork
2015-02-01,1.28,64156.46,20337.33,19943.33,394.0,0.0,organic,2015,SouthCentral
2015-02-01,1.93,3557.34,644.69,644.69,0.0,0.0,organic,2015,Charlotte
2015-02-01,1.98,769.05,96.67,96.67,0.0,0.0,organic,2015,GrandRapids
2015-02-01,1.77,1427.11,592.46,585.38,7.08,0.0,organic,2015,Pittsburgh
2015-02-01,1.38,6444.84,421.87,220.0,201.87,0.0,organic,2015,Spokane
2015-02-01,1.89,6551.44,5978.48,5978.48,0.0,0.0,organic,2015,NorthernNewEngland
2015-02-01,1.43,1780.76,781.45,283.33,498.12,0.0,organic,2015,Boise
2015-02-01,1.55,1336.46,564.05,303.33,260.72,0.0,organic,2015,Louisville
2015-02-01,1.68,2109.19,1326.67,1326.67,0.0,0.0,organic,2015,Tampa
2015-02-01,1.54,6084.48,587.68,587.68,0.0,0.0,organic,2015,HartfordSpringfield
2015-02-01,1.76,2499.88,1183.33,1183.33,0.0,0.0,organic,2015,Orlando
2015-02-01,1.44,40334.59,5911.89,406.67,5505.22,0.0,organic,2015,Seattle
2015-02-01,1.36,740896.97,173196.78,129953.15,43243.63,0.0,organic,2015,TotalUS
2015-02-01,1.2,39672.8,6568.55,540.0,6028.55,0.0,organic,2015,Portland
2015-02-01,1.44,72159.84,19318.05,17413.54,1904.51,0.0,organic,2015,Midsouth
2015-02-01,1.63,4215.96,798.7,223.33,575.37,0.0,organic,2015,Columbus
2015-02-01,1.6,7634.17,383.33,383.33,0.0,0.0,organic,2015,LasVegas
2015-02-01,1.55,2808.55,2687.42,2687.42,0.0,0.0,organic,2015,BuffaloRochester
2015-02-01,1.78,2943.85,1622.73,1622.73,0.0,0.0,organic,2015,Boston
2015-02-01,1.34,216484.22,44516.57,11083.16,33433.41,0.0,organic,2015,West
2015-02-01,1.53,63248.58,12806.99,8615.6,4191.39,0.0,organic,2015,GreatLakes
2015-02-01,1.15,27929.74,4613.61,4613.61,0.0,0.0,organic,2015,BaltimoreWashington
2015-02-01,1.79,4385.19,1344.93,1330.43,14.5,0.0,organic,2015,RaleighGreensboro
2015-02-01,1.19,10707.5,1348.7,371.08,977.62,0.0,organic,2015,CincinnatiDayton
2015-02-01,1.78,63537.1,36549.6,36537.93,11.67,0.0,organic,2015,Northeast
2015-02-01,1.65,4205.27,1209.82,603.33,606.49,0.0,organic,2015,Nashville
2015-02-01,1.15,12285.76,946.67,946.67,0.0,0.0,organic,2015,Houston
2015-02-01,1.11,196031.9,11697.02,11697.02,0.0,0.0,organic,2015,California
2015-02-01,1.22,13195.65,467.34,467.34,0.0,0.0,organic,2015,Sacramento
2015-02-01,1.77,7210.19,2563.33,2563.33,0.0,0.0,organic,2015,WestTexNewMexico
2015-02-01,1.66,3977.03,1744.2,1580.0,164.2,0.0,organic,2015,SouthCarolina
2015-02-01,1.65,3796.16,3605.48,3605.48,0.0,0.0,organic,2015,HarrisburgScranton
2015-02-01,1.44,7665.7,1889.49,1133.33,756.16,0.0,organic,2015,Atlanta
2015-02-01,1.93,2688.02,350.0,350.0,0.0,0.0,organic,2015,StLouis
2015-02-01,1.69,4907.41,3201.03,3201.03,0.0,0.0,organic,2015,Philadelphia
2015-02-01,1.76,1591.75,720.0,720.0,0.0,0.0,organic,2015,Jacksonville
2015-02-01,1.24,12276.58,3953.33,3953.33,0.0,0.0,organic,2015,DallasFtWorth
2015-02-01,1.18,13645.72,818.52,813.46,5.06,0.0,organic,2015,PhoenixTucson
2015-02-01,1.58,3916.98,1333.77,1296.67,37.1,0.0,organic,2015,RichmondNorfolk
2015-02-01,1.6,35085.7,16213.96,14673.34,1540.62,0.0,organic,2015,Southeast
2015-02-01,1.12,50107.32,8756.72,8756.72,0.0,0.0,organic,2015,LosAngeles
2015-02-01,1.67,30193.16,11757.26,9989.22,1768.04,0.0,organic,2015,Plains
2015-02-01,1.73,1767.3,923.33,923.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2015-02-01,1.52,14391.05,1192.23,1192.23,0.0,0.0,organic,2015,Chicago
2015-02-01,1.11,18623.99,1263.56,1263.56,0.0,0.0,organic,2015,SanDiego
2015-02-08,1.55,4719.47,2299.21,2083.33,215.88,0.0,organic,2015,RichmondNorfolk
2015-02-08,1.35,132790.41,13761.61,13761.61,0.0,0.0,organic,2015,California
2015-02-08,1.25,9077.59,1100.0,1100.0,0.0,0.0,organic,2015,Houston
2015-02-08,1.75,3229.47,1616.67,1616.67,0.0,0.0,organic,2015,Orlando
2015-02-08,1.71,2242.67,1273.33,1273.33,0.0,0.0,organic,2015,Jacksonville
2015-02-08,1.43,14898.15,3741.64,3739.05,2.59,0.0,organic,2015,BaltimoreWashington
2015-02-08,1.59,1770.87,1590.77,1590.77,0.0,0.0,organic,2015,Albany
2015-02-08,1.58,64774.28,26069.99,23654.98,2415.01,0.0,organic,2015,Midsouth
2015-02-08,1.87,4011.02,1347.06,1347.06,0.0,0.0,organic,2015,Charlotte
2015-02-08,1.85,65898.99,43332.87,43044.39,288.48,0.0,organic,2015,Northeast
2015-02-08,2.37,5223.36,626.98,626.98,0.0,0.0,organic,2015,HartfordSpringfield
2015-02-08,1.4,54484.31,10993.0,586.67,10406.33,0.0,organic,2015,Seattle
2015-02-08,1.72,2118.66,1173.33,1173.33,0.0,0.0,organic,2015,MiamiFtLauderdale
2015-02-08,1.43,5788.14,708.77,223.33,485.44,0.0,organic,2015,Spokane
2015-02-08,1.91,3098.29,2134.4,2134.4,0.0,0.0,organic,2015,Boston
2015-02-08,1.64,58545.6,19321.18,17758.89,1562.29,0.0,organic,2015,GreatLakes
2015-02-08,1.78,3483.64,1127.27,856.67,270.6,0.0,organic,2015,Columbus
2015-02-08,1.68,7138.01,713.33,713.33,0.0,0.0,organic,2015,LasVegas
2015-02-08,1.68,2086.14,1265.5,1226.67,38.83,0.0,organic,2015,Indianapolis
2015-02-08,1.29,15054.25,1111.58,1111.58,0.0,0.0,organic,2015,SanDiego
2015-02-08,1.56,6072.82,2902.76,2600.0,302.76,0.0,organic,2015,SouthCarolina
2015-02-08,1.79,1083.77,596.67,596.67,0.0,0.0,organic,2015,GrandRapids
2015-02-08,1.4,22798.51,12595.54,2293.33,10302.21,0.0,organic,2015,Denver
2015-02-08,1.29,46991.12,7820.93,7820.93,0.0,0.0,organic,2015,LosAngeles
2015-02-08,1.95,22571.11,9786.27,9786.27,0.0,0.0,organic,2015,NewYork
2015-02-08,1.4,246616.27,64899.58,17633.33,47266.25,0.0,organic,2015,West
2015-02-08,1.76,4172.75,2880.19,2880.19,0.0,0.0,organic,2015,Philadelphia
2015-02-08,1.35,10315.32,3353.33,3353.33,0.0,0.0,organic,2015,DallasFtWorth
2015-02-08,1.89,3707.77,753.33,753.33,0.0,0.0,organic,2015,StLouis
2015-02-08,1.35,27556.76,598.61,598.61,0.0,0.0,organic,2015,SanFrancisco
2015-02-08,1.35,3870.67,1024.72,323.33,701.39,0.0,organic,2015,Boise
2015-02-08,1.66,9271.68,4163.33,4163.33,0.0,0.0,organic,2015,WestTexNewMexico
2015-02-08,1.29,13288.3,2915.77,1316.67,1599.1,0.0,organic,2015,Atlanta
